número;región de tramitación;comuna de tramitación
3575-94181-FB;XIV de Los Ríos;Valdivia
93496-65166-NL;VII del Maule;Retiro
44302-50732-BE;V de Valparaíso;Zapallar
68887-95234-DA;XVI de Ñuble;Quillón
90429-89363-LI;VI del Libertador General Bernardo O'Higgins;Chépica
62501-33020-BA;I de Tarapacá;Alto Hospicio
39367-93014-JG;VII del Maule;Hualañé
73607-38635-MD;IX de La Araucanía;Villarrica
68158-77660-LL;Metropolitana de Santiago;La Granja
83100-57420-OL;Metropolitana de Santiago;Ñuñoa
55110-32767-KD;VIII del Bío-Bío;Florida
47099-55315-DN;XIV de Los Ríos;Los Lagos
70431-5660-AD;IV de Coquimbo;Río Hurtado
1105-7106-JN;VI del Libertador General Bernardo O'Higgins;Navidad
30547-40728-IB;VI del Libertador General Bernardo O'Higgins;Lolol
94404-96270-HK;XII de Magallanes y de La Antártica Chilena;Río Verde
92125-18327-LN;XV de Arica y Parinacota;Putre
93697-86218-GL;X de Los Lagos;Puerto Varas
26365-72395-BF;XVI de Ñuble;Ñiquén
95233-81613-EN;V de Valparaíso;Algarrobo
2518-68523-NA;Metropolitana de Santiago;Lo Barnechea
99646-87962-HN;IX de La Araucanía;Vilcún
60720-85195-LA;V de Valparaíso;Calle Larga
68702-81994-HA;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
26865-29123-EJ;XIV de Los Ríos;La Unión
33931-59248-KA;X de Los Lagos;Ancud
60658-25900-LG;X de Los Lagos;Curaco de Vélez
82903-44866-FB;V de Valparaíso;Limache
10218-94281-NO;VII del Maule;Romeral
52587-16713-MI;X de Los Lagos;Puqueldón
83911-58597-MI;VII del Maule;Talca
29066-40090-AI;Metropolitana de Santiago;La Cisterna
31913-17281-HE;IV de Coquimbo;La Serena
50448-61351-FE;X de Los Lagos;Los Muermos
52154-16686-GE;VIII del Bío-Bío;Lebu
14513-40343-FN;IX de La Araucanía;Melipeuco
44447-74092-NO;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
51091-66253-BN;XVI de Ñuble;Quillón
84726-73641-NN;XIV de Los Ríos;La Unión
32745-65159-IG;VI del Libertador General Bernardo O'Higgins;Santa Cruz
26925-80637-GB;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
63387-62237-DG;X de Los Lagos;Puerto Montt
45495-52807-BF;XII de Magallanes y de La Antártica Chilena;Antártica
8080-62420-BB;VII del Maule;Molina
26752-17221-HK;XV de Arica y Parinacota;Putre
29871-26880-DK;Metropolitana de Santiago;Quinta Normal
23663-2771-BI;V de Valparaíso;Olmué
2796-17527-DI;XVI de Ñuble;Chillán Viejo
23259-37321-HO;III de Atacama;Freirina
52747-2628-LK;IV de Coquimbo;La Higuera
35341-86410-FD;VII del Maule;Vichuquén
27708-37160-AG;VI del Libertador General Bernardo O'Higgins;Nancagua
56198-57309-BI;VIII del Bío-Bío;Yumbel
245-34609-IH;VI del Libertador General Bernardo O'Higgins;La Estrella
89011-9526-BI;V de Valparaíso;Rinconada
89839-71028-NH;IV de Coquimbo;Punitaqui
65818-46780-BL;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
70104-69320-KK;VIII del Bío-Bío;Santa Bárbara
57046-79127-DI;X de Los Lagos;Queilén
35695-51928-BB;IV de Coquimbo;Coquimbo
4111-14013-HI;XVI de Ñuble;Coihueco
17292-35095-FF;Metropolitana de Santiago;Peñaflor
66607-66374-DJ;V de Valparaíso;Santo Domingo
75382-82339-JJ;VI del Libertador General Bernardo O'Higgins;Chimbarongo
45739-57253-FD;V de Valparaíso;Calle Larga
55211-51100-IB;VI del Libertador General Bernardo O'Higgins;Paredones
8944-73043-BI;Metropolitana de Santiago;Colina
14731-23055-IJ;I de Tarapacá;Alto Hospicio
72356-34304-HG;IV de Coquimbo;Canela
55621-32967-HG;XII de Magallanes y de La Antártica Chilena;Natales
16704-82426-ML;Metropolitana de Santiago;Quilicura
58807-32661-NO;VI del Libertador General Bernardo O'Higgins;Requínoa
79208-1634-EJ;V de Valparaíso;Santo Domingo
40915-43081-JB;VIII del Bío-Bío;Mulchén
52306-77291-MF;IX de La Araucanía;Curacautín
19802-4211-FJ;X de Los Lagos;Purranque
40996-89473-HE;IX de La Araucanía;Cholchol
46928-88445-HB;VI del Libertador General Bernardo O'Higgins;Pumanque
27046-19403-LK;IX de La Araucanía;Lumaco
30001-26739-IL;XI de Aysén del General Carlos Ibáñez del Campo;Cochrane
64578-2895-LH;XVI de Ñuble;Quirihue
90834-7483-BJ;Metropolitana de Santiago;El Monte
6828-58872-GF;VIII del Bío-Bío;Yumbel
16782-72608-KD;VII del Maule;Pelarco
76911-58753-FH;VI del Libertador General Bernardo O'Higgins;Machalí
94328-59662-OB;V de Valparaíso;Hijuelas
95192-48745-FN;VII del Maule;Pelarco
73502-45224-ML;IV de Coquimbo;La Serena
71419-70946-LB;VI del Libertador General Bernardo O'Higgins;San Vicente
38614-10727-KM;XIV de Los Ríos;Paillaco
40079-13704-JB;VII del Maule;Linares
73126-46363-JH;VII del Maule;Hualañé
88476-95428-BG;IX de La Araucanía;Nueva Imperial
98033-66515-FI;V de Valparaíso;Nogales
68711-53957-HA;V de Valparaíso;Limache
95086-51506-NI;IX de La Araucanía;Perquenco
14089-12285-EG;V de Valparaíso;Quintero
50482-45707-EI;Metropolitana de Santiago;San Joaquín
78081-46531-OH;VII del Maule;Curicó
5603-90069-GO;XVI de Ñuble;Quillón
30818-61265-JH;IV de Coquimbo;Canela
12151-26322-FI;Metropolitana de Santiago;Calera de Tango
20407-20599-HA;XIV de Los Ríos;Mariquina
53084-6919-MD;X de Los Lagos;Palena
28031-20194-DM;IX de La Araucanía;Traiguén
21005-28283-LI;VIII del Bío-Bío;Tomé
75330-25954-LA;IX de La Araucanía;Galvarino
30618-3473-AK;IV de Coquimbo;Combarbalá
44237-27508-KA;XVI de Ñuble;Bulnes
59005-53787-FK;V de Valparaíso;Santo Domingo
79200-45341-AA;VIII del Bío-Bío;Arauco
6192-98194-NH;Metropolitana de Santiago;Quinta Normal
87593-72953-BB;I de Tarapacá;Pozo Almonte
1193-63424-OI;XVI de Ñuble;Ninhue
94569-66722-LG;V de Valparaíso;San Felipe
95481-46954-DM;Metropolitana de Santiago;Peñalolén
83830-67-FG;VII del Maule;San Rafael
55906-59267-BK;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
16482-25800-HA;V de Valparaíso;Calera
5988-51239-NO;V de Valparaíso;Algarrobo
83702-43713-AF;V de Valparaíso;San Esteban
70662-77287-AJ;V de Valparaíso;Hijuelas
32577-17760-JE;VIII del Bío-Bío;Mulchén
40239-93537-IJ;Metropolitana de Santiago;Lampa
1149-32510-NG;VI del Libertador General Bernardo O'Higgins;Coinco
72077-90017-IG;XIV de Los Ríos;Corral
76143-68186-GM;IX de La Araucanía;Purén
61728-88649-GF;VIII del Bío-Bío;Concepción
67950-34409-NO;XVI de Ñuble;Quirihue
10961-52539-LB;I de Tarapacá;Iquique
3756-72276-OH;VIII del Bío-Bío;Coronel
88387-27239-FL;IX de La Araucanía;Perquenco
46871-80523-BK;VII del Maule;Romeral
82314-93114-MA;II de Antofagasta;Calama
76702-67058-HG;VII del Maule;Linares
91437-48271-BG;X de Los Lagos;Chonchi
7876-35527-GD;VII del Maule;Longaví
35952-28917-OL;Metropolitana de Santiago;Puente Alto
93131-56490-DO;VII del Maule;Villa Alegre
93672-92179-GG;VI del Libertador General Bernardo O'Higgins;La Estrella
7995-54090-OG;XVI de Ñuble;Yungay
23827-96288-NA;V de Valparaíso;Quintero
16665-60544-IM;V de Valparaíso;Quintero
65638-6781-EE;XIV de Los Ríos;Corral
86596-6328-DD;XIV de Los Ríos;Corral
9383-37869-BN;VI del Libertador General Bernardo O'Higgins;Pichidegua
70199-5942-DO;V de Valparaíso;Llaillay
8610-62166-HB;VI del Libertador General Bernardo O'Higgins;Peumo
47026-32029-HF;VII del Maule;Yerbas Buenas
62085-61444-BD;VII del Maule;Vichuquén
63528-87942-IN;XVI de Ñuble;Chillán Viejo
67107-75338-HN;XVI de Ñuble;San Carlos
1838-89641-AH;III de Atacama;Alto del Carmen
37562-30694-BL;VIII del Bío-Bío;San Rosendo
42230-48554-HM;XIV de Los Ríos;Valdivia
43581-71507-AD;VIII del Bío-Bío;Mulchén
49947-89612-BB;I de Tarapacá;Camiña
19245-73688-BF;IV de Coquimbo;Río Hurtado
88790-72640-AB;Metropolitana de Santiago;La Reina
64445-21184-NA;IV de Coquimbo;Punitaqui
66790-85694-LG;VI del Libertador General Bernardo O'Higgins;La Estrella
33690-44234-LE;IV de Coquimbo;Coquimbo
54825-16368-GM;XI de Aysén del General Carlos Ibáñez del Campo;Aisén
36727-98195-MA;VI del Libertador General Bernardo O'Higgins;Paredones
96867-13402-IM;Metropolitana de Santiago;La Granja
88559-20935-BG;XVI de Ñuble;Pemuco
44482-80307-NF;Metropolitana de Santiago;La Granja
34844-86590-BL;V de Valparaíso;San Antonio
826-27186-KE;V de Valparaíso;Cabildo
14789-52347-OL;XIV de Los Ríos;Panguipulli
69009-6410-MJ;VIII del Bío-Bío;Talcahuano
91044-50393-ON;VII del Maule;Rauco
67446-21149-KN;XVI de Ñuble;El Carmen
93987-78342-HF;V de Valparaíso;El Tabo
83111-47844-FA;V de Valparaíso;Santa María
40067-8635-HB;VI del Libertador General Bernardo O'Higgins;Lolol
88556-64609-GF;V de Valparaíso;San Felipe
33150-78617-FI;III de Atacama;Caldera
31768-60741-MA;VII del Maule;Teno
82848-16355-AM;XII de Magallanes y de La Antártica Chilena;Porvenir
58406-76489-KI;V de Valparaíso;Cartagena
23751-17218-DF;IX de La Araucanía;Lautaro
12752-92546-GI;IX de La Araucanía;Collipulli
21956-47323-FJ;VII del Maule;Molina
2853-53414-NF;Metropolitana de Santiago;Huechuraba
11552-46795-MJ;IV de Coquimbo;Punitaqui
6070-56067-MA;IX de La Araucanía;Melipeuco
81127-64111-AO;Metropolitana de Santiago;Independencia
27538-95394-JE;Metropolitana de Santiago;Maipú
24083-49049-BF;IX de La Araucanía;Vilcún
65568-19145-EK;VI del Libertador General Bernardo O'Higgins;Doñihue
89543-22933-AO;X de Los Lagos;Ancud
4440-73549-ND;VII del Maule;Longaví
81601-61231-JB;VIII del Bío-Bío;Contulmo
59022-93460-BO;XIV de Los Ríos;Corral
19790-20097-OJ;VIII del Bío-Bío;Lota
3720-26297-AG;XV de Arica y Parinacota;Putre
60973-39656-HN;II de Antofagasta;Sierra Gorda
34913-48282-FH;IX de La Araucanía;Collipulli
45343-77582-EG;VII del Maule;Chanco
75174-65405-DO;V de Valparaíso;Santo Domingo
79265-28044-MO;VII del Maule;Colbún
24329-56166-BH;IV de Coquimbo;Illapel
36818-89279-MG;VIII del Bío-Bío;Cañete
53975-24865-BA;II de Antofagasta;Calama
65306-9270-AN;X de Los Lagos;Calbuco
75042-27565-OG;XI de Aysén del General Carlos Ibáñez del Campo;Lago Verde
28333-15636-NJ;VIII del Bío-Bío;Lebu
60983-25402-EN;X de Los Lagos;San Juan de la Costa
48227-15269-ED;I de Tarapacá;Iquique
15003-87123-KB;XVI de Ñuble;Bulnes
19651-54028-ID;III de Atacama;Huasco
35682-65432-BB;VII del Maule;Yerbas Buenas
23351-82821-BE;IV de Coquimbo;Río Hurtado
2525-2181-BO;VII del Maule;Talca
54913-53586-BL;V de Valparaíso;Papudo
80788-89893-JD;X de Los Lagos;Cochamó
89418-27583-GO;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
85716-8177-IO;XI de Aysén del General Carlos Ibáñez del Campo;O'Higgins
36480-51851-HN;X de Los Lagos;Puerto Octay
22938-65504-NN;IX de La Araucanía;Temuco
6849-98730-JE;XVI de Ñuble;San Carlos
2598-15485-KH;VI del Libertador General Bernardo O'Higgins;Rancagua
47943-94787-GL;Metropolitana de Santiago;Pudahuel
70983-37506-FF;V de Valparaíso;Algarrobo
31921-42022-OJ;V de Valparaíso;Catemu
89516-4764-LD;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
65898-99522-BD;VIII del Bío-Bío;Los Ángeles
57226-73640-BL;VI del Libertador General Bernardo O'Higgins;Chépica
62155-71285-OL;III de Atacama;Huasco
21576-66654-NA;Metropolitana de Santiago;Puente Alto
77403-36954-DA;VIII del Bío-Bío;Mulchén
16367-79941-LO;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
85508-76578-MK;XIV de Los Ríos;Futrono
34381-3638-DG;Metropolitana de Santiago;Calera de Tango
86598-27289-BF;Metropolitana de Santiago;Estación Central
20448-13631-GL;IV de Coquimbo;Coquimbo
59479-72293-MB;VI del Libertador General Bernardo O'Higgins;Nancagua
5333-10073-HB;X de Los Lagos;Queilén
2449-50532-KH;II de Antofagasta;Ollagüe
26340-55337-OA;VI del Libertador General Bernardo O'Higgins;Peumo
36595-49627-KK;VII del Maule;Vichuquén
47242-98364-OI;X de Los Lagos;Ancud
65311-41768-OG;IV de Coquimbo;La Higuera
16006-79207-FF;VIII del Bío-Bío;Tucapel
50966-69859-DD;Metropolitana de Santiago;Providencia
66480-92404-GE;VIII del Bío-Bío;Talcahuano
63603-12679-DJ;VII del Maule;Rauco
65119-98279-AI;VIII del Bío-Bío;Los Ángeles
74505-41747-NB;I de Tarapacá;Camiña
45915-54973-NK;III de Atacama;Diego de Almagro
27540-57841-GM;VIII del Bío-Bío;Nacimiento
98079-45238-DB;Metropolitana de Santiago;San Ramón
47658-35566-NJ;Metropolitana de Santiago;Calera de Tango
53282-95543-EK;XII de Magallanes y de La Antártica Chilena;Timaukel
71417-77900-BA;IX de La Araucanía;Toltén
96234-49350-BE;II de Antofagasta;Ollagüe
18949-35184-HI;III de Atacama;Diego de Almagro
48008-43114-KJ;V de Valparaíso;Nogales
52692-56140-HJ;Metropolitana de Santiago;Curacaví
58435-5799-NA;VII del Maule;San Clemente
85599-79220-AF;V de Valparaíso;Los Andes
85123-21086-HO;VI del Libertador General Bernardo O'Higgins;Santa Cruz
93730-83657-HO;Metropolitana de Santiago;El Monte
86853-61321-DL;VII del Maule;Villa Alegre
47938-43298-HN;IX de La Araucanía;Curarrehue
93113-79356-MH;III de Atacama;Chañaral
36063-47788-NI;IX de La Araucanía;Loncoche
59733-93119-NE;V de Valparaíso;El Quisco
73539-7801-FM;Metropolitana de Santiago;El Bosque
19521-11917-EB;XIV de Los Ríos;Paillaco
8636-76537-OB;Metropolitana de Santiago;Isla de Maipo
35365-50166-FD;Metropolitana de Santiago;Independencia
8409-93545-FB;X de Los Lagos;Frutillar
93061-99616-ME;X de Los Lagos;Dalcahue
4899-22205-GH;IV de Coquimbo;Canela
27346-48811-HI;VI del Libertador General Bernardo O'Higgins;Lolol
42371-5891-MB;X de Los Lagos;Futaleufú
96779-29302-EK;VIII del Bío-Bío;Talcahuano
13775-16099-BL;VIII del Bío-Bío;Yumbel
5963-41603-HH;II de Antofagasta;San Pedro de Atacama
81108-40498-GH;IX de La Araucanía;Collipulli
37909-83214-HE;IV de Coquimbo;Los Vilos
77827-10509-JA;VIII del Bío-Bío;Tucapel
43976-27726-GD;Metropolitana de Santiago;San Joaquín
53114-97977-HB;V de Valparaíso;Casablanca
33456-43532-AG;VIII del Bío-Bío;Cañete
73738-79147-FB;IX de La Araucanía;Toltén
49844-59910-AK;V de Valparaíso;Santa María
10072-67552-KF;Metropolitana de Santiago;San Bernardo
12766-78865-HH;IX de La Araucanía;Curarrehue
23553-39788-OD;II de Antofagasta;Antofagasta
30407-87590-LJ;VIII del Bío-Bío;Chiguayante
98315-67604-IE;X de Los Lagos;Maullín
27806-74755-II;IX de La Araucanía;Victoria
24547-68617-OK;XVI de Ñuble;Treguaco
36954-39335-JF;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
70136-257-AD;IX de La Araucanía;Pitrufquén
39946-40009-NH;IX de La Araucanía;Purén
55158-46493-GB;Metropolitana de Santiago;San José de Maipo
11054-22452-NI;XIV de Los Ríos;Panguipulli
26920-66552-BL;V de Valparaíso;Catemu
89058-70907-NA;VI del Libertador General Bernardo O'Higgins;Lolol
56423-88102-LM;VIII del Bío-Bío;Los Álamos
91913-1804-BH;Metropolitana de Santiago;El Monte
61394-72861-MB;X de Los Lagos;Quellón
23789-8801-JA;Metropolitana de Santiago;Quinta Normal
81098-37705-JH;I de Tarapacá;Camiña
66928-70035-KJ;III de Atacama;Diego de Almagro
33750-30382-NG;Metropolitana de Santiago;Isla de Maipo
31629-55910-IG;X de Los Lagos;San Pablo
23662-95707-OB;III de Atacama;Vallenar
57721-31680-GA;IX de La Araucanía;Collipulli
10773-15625-JE;VII del Maule;Pelarco
66754-55523-AE;IX de La Araucanía;Teodoro Schmidt
67653-36210-EN;VII del Maule;Chanco
43459-46475-GJ;I de Tarapacá;Huara
44879-86285-DH;IV de Coquimbo;Vicuña
30721-78550-MG;XVI de Ñuble;Portezuelo
29680-48463-KM;VII del Maule;Empedrado
86468-54712-JI;IV de Coquimbo;Los Vilos
82790-7086-LE;Metropolitana de Santiago;Las Condes
56876-97095-GJ;IX de La Araucanía;Gorbea
1619-79174-HN;IX de La Araucanía;Toltén
63878-37072-JB;VIII del Bío-Bío;Antuco
10935-14410-HB;IX de La Araucanía;Curarrehue
7286-16503-IG;XIV de Los Ríos;Mariquina
65437-41798-HN;Metropolitana de Santiago;Paine
50323-26391-KI;VI del Libertador General Bernardo O'Higgins;Peumo
76598-92259-FO;VII del Maule;Cauquenes
54874-36758-BB;XIV de Los Ríos;Paillaco
98172-12727-KJ;Metropolitana de Santiago;Curacaví
85358-3042-LL;X de Los Lagos;Castro
84189-93163-BH;VI del Libertador General Bernardo O'Higgins;Rengo
68646-49330-MD;IX de La Araucanía;Carahue
90307-56291-BM;IV de Coquimbo;Punitaqui
73248-90918-JD;VIII del Bío-Bío;Alto Biobío
50693-20845-NJ;IX de La Araucanía;Loncoche
7015-18573-AF;Metropolitana de Santiago;San Joaquín
76577-68437-GM;Metropolitana de Santiago;Quinta Normal
29281-41028-KH;XIV de Los Ríos;Corral
66981-49697-JO;VI del Libertador General Bernardo O'Higgins;Placilla
57910-3368-BI;V de Valparaíso;San Antonio
81703-78969-HA;IX de La Araucanía;Carahue
74859-81161-LE;Metropolitana de Santiago;Colina
14220-84201-KL;X de Los Lagos;Chaitén
86330-73095-DF;Metropolitana de Santiago;Cerrillos
24457-54979-BB;VI del Libertador General Bernardo O'Higgins;Pichidegua
91066-21124-EN;XVI de Ñuble;Ninhue
70197-61564-AO;I de Tarapacá;Iquique
13908-20537-JI;VIII del Bío-Bío;Hualpén
90479-87153-OO;VI del Libertador General Bernardo O'Higgins;Peumo
67399-2705-MJ;VIII del Bío-Bío;Tucapel
71618-97176-FK;X de Los Lagos;Quemchi
33786-46192-KG;XI de Aysén del General Carlos Ibáñez del Campo;Chile Chico
73531-47377-IA;VII del Maule;Constitución
54434-61509-AA;XII de Magallanes y de La Antártica Chilena;Timaukel
80058-35034-MH;XIV de Los Ríos;Lago Ranco
96211-19368-FG;Metropolitana de Santiago;Puente Alto
45211-77605-LA;V de Valparaíso;Limache
34768-83398-NG;X de Los Lagos;Puerto Varas
33684-19051-GA;VII del Maule;Curepto
18269-94524-AB;X de Los Lagos;Maullín
46885-39501-KB;IX de La Araucanía;Vilcún
83180-10720-IJ;Metropolitana de Santiago;Lo Barnechea
89391-31236-OO;XVI de Ñuble;Coihueco
81409-32248-GD;XIV de Los Ríos;Futrono
72022-15596-KO;XVI de Ñuble;Quirihue
10300-88273-EH;VI del Libertador General Bernardo O'Higgins;Coltauco
60615-97908-GJ;VI del Libertador General Bernardo O'Higgins;Litueche
92225-59406-KN;IX de La Araucanía;Freire
15036-15471-AK;IX de La Araucanía;Curacautín
7176-38961-MB;VI del Libertador General Bernardo O'Higgins;Mostazal
14196-80022-BO;Metropolitana de Santiago;Paine
42632-6607-KD;VII del Maule;Cauquenes
99469-83916-DF;XV de Arica y Parinacota;Putre
46970-28368-EI;III de Atacama;Vallenar
52864-96235-ML;VII del Maule;Romeral
32359-25290-EF;IV de Coquimbo;La Serena
2554-76671-LE;X de Los Lagos;San Pablo
67494-65347-GA;XII de Magallanes y de La Antártica Chilena;Río Verde
44488-18761-BJ;VI del Libertador General Bernardo O'Higgins;Rancagua
41299-89793-NF;X de Los Lagos;Quemchi
99537-46158-EO;V de Valparaíso;Isla de Pascua
19461-88408-JF;XIV de Los Ríos;Paillaco
51225-34777-HJ;IX de La Araucanía;Loncoche
4565-87086-LI;V de Valparaíso;Casablanca
78327-4632-ND;VIII del Bío-Bío;Quilleco
85771-66683-BD;X de Los Lagos;Quemchi
70892-26359-KO;IV de Coquimbo;Andacollo
52024-76184-EG;V de Valparaíso;Algarrobo
90855-11792-GK;V de Valparaíso;Isla de Pascua
24144-30350-HI;XIV de Los Ríos;Corral
68175-78261-FB;IX de La Araucanía;Traiguén
97891-23921-LH;Metropolitana de Santiago;San Pedro
30011-77501-DA;Metropolitana de Santiago;Colina
70284-15481-DA;XVI de Ñuble;Portezuelo
69767-88761-LJ;VII del Maule;Linares
93793-25373-FH;IX de La Araucanía;Temuco
70986-59950-MM;V de Valparaíso;Santo Domingo
8495-39089-OI;V de Valparaíso;Santa María
504-30289-FO;Metropolitana de Santiago;San Joaquín
24150-31-DO;XVI de Ñuble;Coihueco
37997-35937-JB;Metropolitana de Santiago;Pirque
97417-48918-AB;VII del Maule;Colbún
88254-69598-LB;V de Valparaíso;Juan Fernández
26698-1753-OO;VIII del Bío-Bío;Lota
13986-59657-JO;VIII del Bío-Bío;Tucapel
89255-35016-FL;III de Atacama;Diego de Almagro
51309-33947-BL;Metropolitana de Santiago;Conchalí
14657-41864-HG;X de Los Lagos;Curaco de Vélez
51444-17958-IF;VIII del Bío-Bío;Lebu
48546-4637-OI;VIII del Bío-Bío;Cañete
40742-86547-IE;XVI de Ñuble;San Fabián
14162-83957-HA;VII del Maule;Pencahue
76408-6675-OB;XIV de Los Ríos;Lago Ranco
97807-93164-GE;XII de Magallanes y de La Antártica Chilena;San Gregorio
68894-75937-JJ;X de Los Lagos;San Pablo
98355-59304-AM;Metropolitana de Santiago;San Bernardo
13838-61384-OM;VII del Maule;Molina
39741-67293-FA;VIII del Bío-Bío;San Rosendo
91173-56853-OM;Metropolitana de Santiago;Calera de Tango
37042-24581-DL;VII del Maule;Vichuquén
70573-62641-AL;X de Los Lagos;Maullín
48287-94260-FB;VI del Libertador General Bernardo O'Higgins;La Estrella
34259-77668-MH;VIII del Bío-Bío;Los Álamos
28940-42459-KB;X de Los Lagos;Puyehue
93852-36022-GN;IX de La Araucanía;Los Sauces
56465-33055-OB;IX de La Araucanía;Collipulli
29099-4484-JL;IX de La Araucanía;Los Sauces
14408-23395-BB;IV de Coquimbo;Canela
69093-49461-HI;Metropolitana de Santiago;Paine
31694-84687-IL;I de Tarapacá;Iquique
870-17371-NF;Metropolitana de Santiago;Pedro Aguirre Cerda
18874-51694-GB;V de Valparaíso;Juan Fernández
31472-36456-OB;VI del Libertador General Bernardo O'Higgins;Coinco
8174-46351-JJ;X de Los Lagos;Curaco de Vélez
95050-30272-OJ;Metropolitana de Santiago;Cerrillos
89695-36201-FI;IV de Coquimbo;Illapel
2347-32680-FG;VII del Maule;San Clemente
34880-77401-LB;X de Los Lagos;San Juan de la Costa
