id_mov;ONG;proyecto
8835;Wisoky ;Dollar General Corporation
8836;Mertz, Greenholt And Lind;La Coipa
8837;Will And Sons;Don Alberto
8838;Hauck-Lind;Dorado
8839;Wilderman, Dubuque And Quitzon;III de Atacama Minerals - Aguas Blancas
8840;Cartwright, Gusikowski And Miller;Destination XL Group, Inc.
8841;Welch ;SQM - Yumbes
8842;Kutch, Rodriguez And Hettinger;Sportsman's Warehouse Holdings, Inc.
8843;Homenick, Sipes And Carter;Sarepta Therapeutics, Inc.
8844;Dietrich-Roob;Lomas Bayas
8845;Koss Group;iPath US Treasury Long Bond Bear ETN
8846;Abbott ;La Marcelina
8847;Torphy Inc;Cerro Negro
8848;Feil-Reilly;Data Processing
8849;Osinski-Kunze;Intracampos
8850;Gorczany, Lindgren And Smitham;Waste Management, Inc.
8851;Abernathy ;Inacesa - El Way
8852;Carter-Mueller;UMH Properties, Inc.
8853;Pfeffer, Durgan And Hayes;Dorado
8854;Konopelski And Sons;Appliance Recycling Centers of America, Inc.
8855;Collins-Hermann;Peckett
8856;Hodkiewicz ;Tootsie Roll Industries, Inc.
8857;Zemlak-Daniel;Independence Holding Company
8858;Afesip;Old Republic International Corporation
8859;Afalcontigo;B.O.S. Better Online Solutions
8860;Lind-Schuppe;The Community Financial Corporation
8861;Connelly-Ruecker;Mid-America Apartment Communities, Inc.
8862;Mertz Group;Northrop Grumman Corporation
8863;Aufderhar-Hettinger;Diageo plc
8864;Rice, Ondricka And Block;Array BioPharma Inc.
8865;Jacobi, Spencer And Mayer;Cerro Imán
8866;Sporer Inc;CMP - El Laco
8867;Homenick, Sipes And Carter;Torchmark Corporation
8868;Tromp ;JA Solar Holdings, Co., Ltd.
8869;Grady, Mitchell And Lindgren;L.B. Foster Company
8870;Stokes Inc;H&R Block, Inc.
8871;Murphy-Kunde;Las Luces
8872;Rosenbaum-Cole;Jazz Pharmaceuticals plc
8873;Hintz-Donnelly;Arista Networks, Inc.
8874;Adem;PowerShares Nasdaq Internet Portfolio
8875;Kulas-Crist;Apollo Senior Floating Rate Fund Inc.
8876;Keeling, Bruen And Greenholt;Apple Hospitality REIT, Inc.
8877;Gaylord-Torphy;Kayne Anderson Energy Total Return Fund, Inc.
8878;Heaney, Feest And Murphy;Lenga
8879;Durgan ;LM Funding America, Inc.
8880;Watsica, Spencer And Weissnat;CatchMark Timber Trust, Inc.
8881;Schimmel Inc;ENGlobal Corporation
8882;Senger-Bins;Recon Technology, Ltd.
8883;Dubuque And Sons;Collahuasi
8884;Mann-Schinner;Imax Corporation
8885;Abbott ;Portola Pharmaceuticals, Inc.
8886;Bode ;Don Alberto
8887;Ryan ;PowerShares BuyBack Achievers Portfolio
8888;Jenkins-Kemmer;Trongol
8889;Barton-Connelly;Investors Bancorp, Inc.
8890;Koch ;Mackinac Financial Corporation
8891;Luettgen-Satterfield;Intracampos
8892;Johns Inc;Bed Bath & Beyond Inc.
8893;Reilly, Veum And Wehner;Clear Channel Outdoor Holdings, Inc.
8894;Stracke Group;Johnson & Johnson
8895;Weissnat-Bergstrom;Nabriva Therapeutics AG
8896;Bahringer Inc;San José
8897;Mcdermott, Bernier And White;AdvisorShares Market Adaptive Unconstrained Income ETF
8898;Hills Inc;Taiwan Fund, Inc. (The)
8899;Runolfsdottir-Emard;Mantos Blancos
8900;Nolan, Renner And Lesch;STMicroelectronics N.V.
8901;Auer, Bogisich And Jacobson;Tranquilo
8902;Wilkinson-Schmidt;SolarEdge Technologies, Inc.
8903;Cassin-Jerde;Bed Bath & Beyond Inc.
8904;Sporer And Sons;Guanaco
8905;Stark Inc;Peabody Energy Corporation
8906;Turcotte, Stark And Hauck;LM Funding America, Inc.
8907;Marvin-Corkery;Dynex Capital, Inc.
8908;Hettinger ;Moog Inc.
8909;Gusikowski-Emard;German American Bancorp, Inc.
8910;Cronin, Gibson And Parisian;Lota
8911;D'Amore-Kuhlman;Cyclacel Pharmaceuticals, Inc.
8912;Abbott ;Esterline Technologies Corporation
8913;Schowalter Group;Central Garden & Pet Company
8914;Lebsack, Borer And Sanford;KT Corporation
8915;Purdy And Sons;El Abra
8916;Bradtke And Sons;Meridian Waste Solutions, Inc
8917;Moen, Koss And Paucek;Sarepta Therapeutics, Inc.
8918;Mclaughlin And Sons;Hub Group, Inc.
8919;Davis Inc;Kopin Corporation
8920;Abshire, Crooks And Kassulke;Trongol
8921;Monahan-Grimes;Mantos de la Luna
8922;Macejkovic-Haag;United Insurance Holdings Corp.
8923;Mckenzie, Cummings And Rippin;El Morro
8924;Wisozk, Smitham And Wisoky;Bright Scholar Education Holdings Limited
8925;Kerluke-Yundt;Dorado
8926;Luettgen And Sons;Michilla
8927;Kihn, Orn And Farrell;Diana Shipping inc.
8928;Schimmel-Murray;Tuina
8929;Zieme-O'Reilly;Lions Gate Entertainment Corporation
8930;Wehner, Schneider And Frami;Tekla Healthcare Opportunies Fund
8931;Johnson And Sons;Cosayach - Cala Cala
8932;Cronin ;Neff Corporation
8933;Waelchi-Borer;Talcuna
8934;Keeling, Kilback And Mcdermott;Recon Technology, Ltd.
8935;Bruen, Kulas And Hodkiewicz;HollyFrontier Corporation
8936;Lesch, Rath And Pfannerstill;Entegra Financial Corp.
8937;Boyle, Weissnat And Blanda;Randgold Resources Limited
8938;Kuhlman Group;Old Republic International Corporation
8939;Reichert-Deckow;Los Pelambres
8940;Predovic Inc;Laguna Siren
8941;Terry Group;Urban One, Inc. 
8942;Brekke-Crist;Cerro Negro
8943;Hane, Wyman And Rempel;SQM - Nueva Victoria
8944;Acción Natura;El Morro
8945;Will And Sons;Punitaqui
8946;Fay, Hyatt And Rolfson;Celite - Tilviche
8947;Hills Inc;SeaChange International, Inc.
8948;Reichert, Mayer And Schmitt;Celite - Tana
8949;Prohaska-Lueilwitz;PowerShares Golden Dragon China Portfolio
8950;Schmidt, Ryan And Jacobson;Shutterstock, Inc.
8951;Medhurst-Jones;Candelaria
8952;Stracke Inc;Montecristo
8953;Ferry, Stroman And Veum;Costamare Inc.
8954;Little-Murazik;Western New England Bancorp, Inc.
8955;Ritchie And Sons;Pirquitas
8956;Schimmel-Beatty;United Insurance Holdings Corp.
8957;Reilly, Deckow And Frami;Quebrada Blanca
8958;Goyette ;Chunghwa Telecom Co., Ltd.
8959;Nolan Group;Universal Stainless & Alloy Products, Inc.
8960;Renner, Bogisich And O'Kon;Dynatronics Corporation
8961;Ortiz-Weimann;Investors Bancorp, Inc.
8962;Feil, Lehner And Krajcik;CMP - Boquerón Chañar
8963;Cassin-Jerde;Natl Westminster Pfd
8964;Grant And Sons;Janus Henderson Small Cap Growth Alpha ETF
8965;Lind-Kuphal;American Homes 4 Rent
8966;Konopelski, Schaefer And Feil;Nabriva Therapeutics AG
8967;Smitham-Hickle;Cleveland BioLabs, Inc.
8968;Jacobs, Hand And Powlowski;AmerisourceBergen Corporation (Holding Co)
8969;Leannon-Brekke;Guanaco
8970;Medhurst, Thiel And Schuster;Kopin Corporation
8971;Grimes, Leuschke And Huel;Coirón
8972;Rutherford Group;Andacollo Cobre
8973;Langworth-Osinski;UMH Properties, Inc.
8974;Grant-Schaden;Schwager
8975;Hilll, Blick And Cartwright;ILG, Inc
8976;Stracke And Sons;China Mobile (Hong Kong) Ltd.
8977;Corkery ;China Cord Blood Corporation
8978;Bernier-Stokes;El Salvador
8979;Gusikowski-Bechtelar;Impax Laboratories, Inc.
8980;Predovic Inc;Virco Manufacturing Corporation
8981;Purdy And Sons;Entergy Louisiana, Inc.
8982;Kuhlman, Bashirian And Abbott;United Microelectronics Corporation
8983;Afesip;Las Piedras
8984;Feil, Shields And Gislason;BlackRock Municipal Target Term Trust Inc. (The)
8985;Fritsch Group;Tootsie Roll Industries, Inc.
8986;Schimmel Inc;Antucoya
8987;Weber Inc;Entergy Louisiana, Inc.
8988;Kuvalis-Swift;Gray Television, Inc.
8989;Bailey-Crist;Sportsman's Warehouse Holdings, Inc.
8990;Gutkowski Group;María Elisa
8991;Lowe, Streich And Purdy;Don Alberto
8992;Cremin And Sons;La Pepa
8993;Collins-Hermann;Romeral
8994;Anderson-Orn;Diamond Hill Investment Group, Inc.
8995;Greenholt Inc;Zion Oil & Gas Inc
8996;Schimmel-Beatty;SQM - Pedro de Valdivia
8997;Wolf-Boehm;Moog Inc.
8998;Langosh-Reilly;Radomiro Tomic
8999;Quitzon Group;Sierra Gorda
9000;Simonis Inc;Universal Stainless & Alloy Products, Inc.
9001;Pagac And Sons;STMicroelectronics N.V.
9002;Simonis Inc;SeaChange International, Inc.
9003;Ferry-Schuppe;Forum Merger Corporation
9004;Heidenreich, Boyer And Dach;JM Global Holding Company
9005;Doyle-Jenkins;Andina
9006;Jerde And Sons;Incyte Corporation
9007;Hayes, Goodwin And Feil;Meridian Waste Solutions, Inc
9008;Bradtke-Walsh;Toll Brothers Inc.
9009;Denesik-Quigley;JA Solar Holdings, Co., Ltd.
9010;Franecki-Beahan;Torchmark Corporation
9011;Dickens, Pfeffer And Nienow;Romeral
9012;Abbott Group;H&R Block, Inc.
9013;Zulauf And Sons;Idera Pharmaceuticals, Inc.
9014;Koepp ;Aircastle Limited
9015;Kautzer, Streich And Vandervort;Haldeman - Sagasca
9016;Lakin, Smitham And Greenholt;Coirón
9017;Breitenberg-Murphy;Laguna Siren
9018;Nader-Kutch;Financial Engines, Inc.
9019;Crooks, Mraz And Volkman;iPath US Treasury Long Bond Bear ETN
9020;Raynor-Reichel;Hamilton Lane Incorporated
9021;O'Hara-Bergstrom;Caupolicán
9022;Zemlak, Thompson And Schuppe;Haldeman - Sagasca
9023;Goyette-Rau;El Teniente
9024;Ernser-Eichmann;Punta de Lobos - Kanita
9025;Simonis, Roberts And Frami;H&R Block, Inc.
9026;Quitzon Group;ACF - Lagunas
9027;Hickle ;Las Piedras
9028;Kuvalis, Bauch And Schumm;Arlington Asset Investment Corp
9029;Yundt Group;Costamare Inc.
9030;Berge ;Pinnacle Financial Partners, Inc.
9031;Dooley, Jerde And Kshlerin;Anheuser-Busch Inbev SA
9032;Stiedemann-Wuckert;VictoryShares US 500 Enhanced Volatility Wtd ETF
9033;Afrikable Ongd;Lota
9034;Adem;CMP - Los Colorados
9035;Erdman, Graham And Yost;El Salvador
9036;Nienow ;OraSure Technologies, Inc.
9037;Quitzon-Stark;Franke
9038;Kuhlman, Denesik And King;FTI Consulting, Inc.
9039;Strosin ;SL Green Realty Corporation
9040;Gleason ;Silicon Laboratories, Inc.
9041;Blick-Bartell;Pullalli
9042;Wiegand Group;Nuveen Floating Rate Income Fund
9043;Boehm, Mccullough And Cronin;Celite - Carol
9044;Maggio-O'Keefe;Novelion Therapeutics Inc.
9045;Sipes Group;PrivateBancorp, Inc.
9046;Frami Group;International Seaways, Inc.
9047;Baumbach, Reinger And Jaskolski;Fiserv, Inc.
9048;Gleichner And Sons;Cerro Colorado
9049;Miller, Senger And Kertzmann;E.I. du Pont de Nemours and Company
9050;Jerde, Veum And Orn;Quiborax - Ascotán
9051;Brown ;Zynerba Pharmaceuticals, Inc.
9052;Collins, Collier And Herman;Diamond Hill Investment Group, Inc.
9053;Mitchell-Bosco;PIMCO Dynamic Credit and Mortgage Income Fund
9054;Brown ;Lions Gate Entertainment Corporation
9055;King And Sons;JM Global Holding Company
9056;Mraz Group;III de Atacama Kozan
9057;Upton, Boehm And Haag;Sierra Oncology, Inc.
9058;Sanford ;Lions Gate Entertainment Corporation
9059;Price-Shields;Ministro Hales
9060;Ritchie And Sons;Franklin Financial Network, Inc.
9061;Waters, Conroy And Dibbert;West Corporation
9062;Glover-Nader;Esterline Technologies Corporation
9063;Gutkowski ;Nuveen AMT-Free Municipal Value Fund
9064;Bartoletti-Dickinson;Cosayach - Negreiros
9065;Corkery-Corwin;Texas Capital Bancshares, Inc.
9066;Bradtke Inc;Western Asset Bond Fund
9067;Ferry, Stroman And Veum;Zaldívar
9068;Kassulke, Morar And Crooks;iPath US Treasury Long Bond Bear ETN
9069;Marvin-Wolff;Georgia Power Company
9070;Wilderman-Leannon;PowerShares Nasdaq Internet Portfolio
9071;Cremin-Jenkins;Universal Stainless & Alloy Products, Inc.
9072;Feil-Nikolaus;Los Bronces
9073;Cronin Inc;BRF S.A.
9074;Eichmann-Streich;Nuveen Energy MLP Total Return Fund
9075;Wunsch, Barrows And Hoeger;First Trust Emerging Markets Small Cap AlphaDEX Fund
9076;Fay, Simonis And Morar;Delta
9077;Nikolaus-Pfannerstill;AMC Entertainment Holdings, Inc.
9078;Dietrich ;Mid-America Apartment Communities, Inc.
9079;Cassin-Mayer;Meridian Waste Solutions, Inc
9080;Gottlieb ;Maganeso III de Atacama
9081;Wehner, Schneider And Frami;ILG, Inc
9082;Lynch ;Dos Amigos
9083;Gleason ;Jerónimo
9084;Muller, Reichert And Grimes;CMP - Romeral
9085;Heaney, Feest And Murphy;Nabriva Therapeutics AG
9086;Schimmel-Murray;Evolving Systems, Inc.
9087;Wunsch, Barrows And Hoeger;Special Opportunities Fund Inc.
9088;Nicolas Group;Quebrada Blanca
9089;Marvin-Kautzer;SQM - Yumbes
9090;Olson-Green;CMP - Los Colorados
9091;Carroll, Dubuque And Schultz;MiMedx Group, Inc
9092;Hudson-Mayer;Lambert
9093;Corkery-Halvorson;Peapack-Gladstone Financial Corporation
9094;Hessel-Toy;Salesforce.com Inc
9095;Homenick-Rowe;Mantos Blancos
9096;Hermiston Group;MasTec, Inc.
9097;Kozey Inc;Microsemi Corporation
9098;Grant-Schaden;Brookfield Global Listed Infrastructure Income Fund
9099;Abernathy ;First Hawaiian, Inc.
9100;Watsica Group;Pascua
9101;Cassin, Kohler And Bauch;CenterPoint Energy, Inc.
9102;Goyette-Rau;Zion Oil & Gas Inc
9103;Mclaughlin And Sons;Nuveen Floating Rate Income Fund
9104;Dickinson ;Chimberos
9105;Moen, Koss And Paucek;Nuveen AMT-Free Municipal Value Fund
9106;Hettinger-Kuhic;CoreSite Realty Corporation
9107;Marvin-Corkery;Nuveen Energy MLP Total Return Fund
9108;Cruickshank-Schmitt;Delta
9109;Terry Inc;Forterra, Inc.
9110;Miller, Senger And Kertzmann;Cosayach - Cala Cala
9111;O'Reilly, Romaguera And Bode;Mackinac Financial Corporation
9112;Rowe-Fisher;Portola Pharmaceuticals, Inc.
9113;Kassulke, Hamill And Luettgen;Tekla Healthcare Opportunies Fund
9114;Bosco-Lockman;Shutterstock, Inc.
9115;Collins-Hermann;Sarepta Therapeutics, Inc.
9116;Weber Inc;JA Solar Holdings, Co., Ltd.
9117;Buckridge Group;El Tofo
9118;Konopelski, Schaefer And Feil;The Travelers Companies, Inc.
9119;Powlowski, Kohler And Deckow;Coirón
9120;Raynor, Abernathy And Koch;Mantos Blancos
9121;Yost Inc;Elkhorn Commodity Rotation Strategy ETF
9122;O'Reilly Group;Lambert
9123;Hagenes-Gutmann;El Teniente
9124;Hoeger ;Investors Bancorp, Inc.
9125;Schmidt, Reinger And Zulauf;Northern Trust Corporation
9126;Heller, Lubowitz And Dach;Mantos de la Luna
9127;Leannon-Brekke;El Tesoro
9128;Keeling, Kilback And Mcdermott;Hamilton Lane Incorporated
9129;Boehm, Mccullough And Cronin;Discovery Communications, Inc.
9130;Wisozk-Bernier;Gabelli Equity Trust, Inc. (The)
9131;Brakus, White And Mueller;The Travelers Companies, Inc.
9132;Kovacek-Dietrich;Pullalli
9133;Reinger-Bosco;SQM - María Elena
9134;Lubowitz, Weimann And Lemke;Cóndor
9135;Schaden, Cronin And Bernier;Dollar General Corporation
9136;Wisoky Inc;Corporate Asset Backed Corp CABCO
9137;Wuckert Group;Herman Miller, Inc.
9138;Sanford Inc;Silicon Motion Technology Corporation
9139;Luettgen And Sons;Comcast Corporation
9140;Kutch, Cremin And Mcclure;ILG, Inc
9141;Kiehn, Lueilwitz And Schimmel;III de Atacama Minerals - Aguas Blancas
9142;Murazik ;RiverNorth Opportunities Fund, Inc.
9143;Abshire, Crooks And Kassulke;Alhué
9144;Johnston-Spinka;The9 Limited
9145;Lowe, Quitzon And Johnson;Commercial Vehicle Group, Inc.
9146;Adecoi;Can Can
9147;Jacobs, Braun And Schimmel;E.I. du Pont de Nemours and Company
9148;Jacobs, Bechtelar And Skiles;Gilat Satellite Networks Ltd.
9149;Witting-Ernser;PowerShares Nasdaq Internet Portfolio
9150;Waelchi-Borer;Chuquicamata
9151;Sawayn Inc;El Teniente
9152;Sauer-Stoltenberg;Gilat Satellite Networks Ltd.
9153;Williamson, Lindgren And Cummerata;Salesforce.com Inc
9154;Adecoi;La Productora
9155;Volkman, Kulas And Hodkiewicz;Hub Group, Inc.
9156;Pollich, Nikolaus And Gottlieb;Gabelli Equity Trust, Inc. (The)
9157;Jerde-Bauch;La Coipa
9158;Reinger And Sons;VictoryShares US 500 Enhanced Volatility Wtd ETF
9159;Bode-Nikolaus;Xenia Hotels & Resorts, Inc.
9160;Hintz-Reilly;SQM - Pampa Blanca
9161;Rolfson And Sons;LM Funding America, Inc.
9162;Schuster-Kub;Investors Bancorp, Inc.
9163;Wilkinson, Prosacco And Kilback;Inacesa - El Way
9164;Schroeder-Wiza;Western New England Bancorp, Inc.
9165;Lang, Kohler And Dietrich;III de Atacama Minerals - Aguas Blancas
9166;Runolfsdottir And Sons;CenterPoint Energy, Inc.
9167;Senger-Bins;Eagle Bulk Shipping Inc.
9168;Grant And Sons;Janus Henderson Small Cap Growth Alpha ETF
9169;Rippin, Huel And Mccullough;PowerShares BuyBack Achievers Portfolio
9170;Bednar-Flatley;Array BioPharma Inc.
9171;Stracke-Mayer;Virco Manufacturing Corporation
9172;Collier-Anderson;La Coipa
9173;Ritchie And Sons;Celite - Tilviche
9174;Smitham And Sons;International Seaways, Inc.
9175;Mckenzie, Cummings And Rippin;ILG, Inc
9176;Johnston And Sons;Arlington Asset Investment Corp
9177;Schimmel-Murray;BLDRS Developed Markets 100 ADR Index Fund
9178;Pagac, Huel And Abshire;JA Solar Holdings, Co., Ltd.
9179;Walker, Paucek And Beer;Lota
9180;Collier ;Nuveen Michigan Quality Municipal Income Fund
9181;Stark, Langworth And Kovacek;Discovery Communications, Inc.
9182;Konopelski, Schaefer And Feil;Faride
9183;Gulgowski-Spinka;Virco Manufacturing Corporation
9184;Donnelly-Abbott;Antucoya
9185;Renner-Erdman;Nuveen Energy MLP Total Return Fund
9186;Wolf-Boehm;Discovery Communications, Inc.
9187;Cremin Inc;Andacollo Oro
9188;Lynch, Feest And Eichmann;San Gerónimo
9189;Franecki Group;Silicon Laboratories, Inc.
9190;Bode-Nikolaus;Bright Scholar Education Holdings Limited
9191;Grant-Schaden;Del Fierro
9192;Hegmann, Koelpin And Lindgren;LTC Properties, Inc.
9193;Breitenberg-Murphy;AdvisorShares Market Adaptive Unconstrained Income ETF
9194;Hoppe-Zboncak;Credit Acceptance Corporation
9195;Mraz Group;Natl Westminster Pfd
9196;Walsh ;Fiserv, Inc.
9197;Stokes Inc;Nabriva Therapeutics AG
9198;Olson-Green;Neff Corporation
9199;Ledner, Skiles And Emard;Comcast Corporation
9200;Bergstrom Group;Fertón
9201;Wuckert ;Vectrus, Inc.
9202;Rippin-Effertz;Container Store (The)
9203;Muller, Reichert And Grimes;PowerShares Nasdaq Internet Portfolio
9204;Rau, Ryan And Lueilwitz;Clifton Bancorp Inc.
9205;Reinger, Keeling And Nienow;Imax Corporation
9206;Breitenberg, Kemmer And Schumm;Pullalli
9207;Becker, Deckow And O'Keefe;Inacesa - El Way
9208;Rath Inc;First Trust International Multi-Asset Diversified Income Index
9209;Lind-Schuppe;Vanguard Russell 3000 ETF
9210;Johnston-Rath;Microsemi Corporation
9211;Carroll-Moen;Las Arenitas
9212;Bode ;First Trust International Multi-Asset Diversified Income Index
9213;Prohaska Inc;Isla Guarello
9214;Wisozk-Bernier;Ceragon Networks Ltd.
9215;Russel, Kemmer And Pacocha;Julia
9216;Grady, Mitchell And Lindgren;China Cord Blood Corporation
9217;Yundt Group;Independence Holding Company
9218;Conroy, Wisoky And Daniel;Carvana Co.
9219;Schiller-Mitchell;Janus Henderson Small Cap Growth Alpha ETF
9220;Homenick-Rowe;B.O.S. Better Online Solutions
9221;Monahan-Grimes;Quiborax
9222;Roob-Nicolas;Ashford Hospitality Prime, Inc.
9223;Gutmann-Feest;German American Bancorp, Inc.
9224;Miller, Senger And Kertzmann;Ellie Mae, Inc.
9225;Bashirian, Greenholt And Russel;Kraton Corporation
9226;Von-Grady;Entercom Communications Corporation
9227;Gusikowski-Bechtelar;Celgene Corporation
9228;Bradtke-Wilkinson;Haldeman - Sagasca
9229;Hills Inc;Cosayach - Negreiros
9230;Konopelski, Hermann And Ziemann;Cogentix Medical, Inc.
9231;Zboncak-Mraz;Nuveen Municipal High Income Opportunity Fund
9232;Boehm-Dooley;Edge Therapeutics, Inc.
9233;Wehner And Sons;Credit Acceptance Corporation
9234;Bruen, Macgyver And Deckow;Meridian Waste Solutions, Inc
9235;Hirthe ;Dollar General Corporation
9236;Luettgen, Watsica And Kutch;Avon Products, Inc.
9237;Schaden, Wehner And Price;Enel Generacion Chile S.A.
9238;Lesch, Rath And Pfannerstill;El Tesoro
9239;Denesik-Quigley;Chunghwa Telecom Co., Ltd.
9240;Wuckert Group;Gabelli Equity Trust, Inc. (The)
9241;Rosenbaum-Leffler;Mantos de la Luna
9242;Bruen, Kulas And Hodkiewicz;Celite - Carol
9243;Walter-Littel;Ministro Hales
9244;Witting-Ernser;Iván
9245;Haley, Bergstrom And Auer;NVIDIA Corporation
9246;Aufderhar-Mitchell;Tranquilo
9247;Hilll Group;Yahoo! Inc.
9248;Hickle Group;Kamada Ltd.
9249;Feil, Shields And Gislason;SQM - María Elena
9250;Feil, Kemmer And Koch;Gilat Satellite Networks Ltd.
9251;Kutch, Cremin And Mcclure;CVS Health Corporation
9252;Casper-Jacobson;L.B. Foster Company
9253;Gutkowski-Schinner;KT Corporation
9254;Kertzmann Group;Carvana Co.
9255;Homenick, Sipes And Carter;Anheuser-Busch Inbev SA
9256;Yundt Group;BLDRS Asia 50 ADR Index Fund
9257;Schaden, Homenick And Gutkowski;Eaton Vance Corporation
9258;Schumm And Sons;Spark Energy, Inc.
9259;Kuhn-Herzog;Peabody Energy Corporation
9260;Corkery, Roberts And Leffler;China Lodging Group, Limited
9261;Block Group;Peckett
9262;Haley, Bergstrom And Auer;United Microelectronics Corporation
9263;Kuvalis, Bauch And Schumm;Celite - Tana
9264;Koch-Schneider;Neff Corporation
9265;Hettinger-Kuhic;Edge Therapeutics, Inc.
9266;Terry ;SQM - María Elena
9267;Kuhn-Herzog;Universal Stainless & Alloy Products, Inc.
9268;Nader-Kutch;Westbury Bancorp, Inc.
9269;Kshlerin, Hahn And Gulgowski;NextEra Energy, Inc.
9270;Quitzon-Stark;Texas Pacific Land Trust
9271;Towne-Lehner;Old Republic International Corporation
9272;África-Edusa;PrivateBancorp, Inc.
9273;King ;Lota
9274;Zieme And Sons;Collahuasi
9275;Schiller-Reilly;Isla Riesco
9276;Heidenreich Inc;SQM - Mapocho
9277;Baumbach, Mccullough And Larson;RenaissanceRe Holdings Ltd.
9278;Braun-Eichmann;PDF Solutions, Inc.
9279;Trantow, Schneider And Marvin;BlackRock Municipal Target Term Trust Inc. (The)
9280;Stoltenberg ;El Tesoro
9281;O'Reilly, Romaguera And Bode;Dos Amigos
9282;Fritsch And Sons;Salesforce.com Inc
9283;Kilback, Frami And Abbott;Biocept, Inc.
9284;Cassin-Jerde;Natl Westminster Pfd
9285;Klein Group;Neff Corporation
9286;Wisozk-Bernier;Talcuna
9287;Ritchie And Sons;Gray Television, Inc.
9288;Haag-Stoltenberg;FSB Bancorp, Inc.
9289;Sanford ;Aspen Technology, Inc.
9290;Breitenberg, Kemmer And Schumm;Caleta El Cobre
9291;Mante, Bins And Crooks;Gabriela Mistral
9292;Fadel Group;Eagle Bulk Shipping Inc.
9293;Strosin, Frami And Kuhic;El Peñón
